1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 
1.7694611572000318, 1.628516057585825, 1.6387322574372933, 1.5600525049223364, 1.6006415396952687, 1.5614714424007745, 1.5952782462057336, 1.5789473684210527, 1.6240601503759398, 1.5172413793103448, 
2.6510053926598696, 2.4284623373449814, 2.359981259849227, 2.23293703214443, 2.2348771725410232, 2.170464767616192, 2.174736842105263, 2.125184094256259, 2.147581139007961, 2.0964320154291225, 
3.5528840085826077, 3.177195095248522, 3.0400918926930487, 2.883117574982686, 2.8371296591271107, 2.7471348451597173, 2.7385496183206106, 2.6565358512835644, 2.636963696369637, 2.6461880088823095, 
4.467591079888907, 3.86246811377966, 3.5639000660620983, 3.2820441550190598, 3.122445616348055, 2.95684407679101, 2.89449860724234, 2.7806774974075354, 2.7048837816662314, 2.6827473426001633, 
5.420539669754329, 4.617443793193947, 4.151230101302461, 3.74952595401754, 3.4695340501792113, 3.261868806040585, 3.0788108791903857, 2.956188672749182, 2.851089156052851, 2.7294791842238326, 
6.415265642261725, 5.512508812784413, 4.9899222779454755, 4.496072608176746, 4.18609804322629, 3.923076923076923, 3.7499581122591454, 3.5801549463647198, 3.435050505050505, 3.362145836329642, 
7.399935907707098, 6.369444906790945, 5.72822839686426, 5.145243794884717, 4.698546786389414, 4.357160709822544, 4.101446031248601, 3.858785462529612, 3.7044271815370693, 3.539323532435489, 
8.375782922778301, 7.273511771186095, 6.485498753382914, 5.765204638159402, 5.216439330437654, 4.7802983854486, 4.403034368871917, 4.0947614280947615, 3.8625486633791852, 3.6929043010063456, 
9.385315594678403, 8.241999310022932, 7.393840077314173, 6.655873983284412, 6.0409717630348005, 5.543211920529801, 5.12304272182486, 4.822481098595896, 4.5747523827322, 4.325749559082892, 
