1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 
1.7659659075846346, 1.6263364910531273, 1.641355140186916, 1.5631904551480336, 1.6217320261437909, 1.5195052331113226, 1.5993150684931507, 1.5627705627705628, 1.5625, 1.6031746031746033, 
2.6520374125188044, 2.424182207276062, 2.3605401478569292, 2.230606216285641, 2.229148375768218, 2.1666418466120625, 2.175262543757293, 2.1152854511970536, 2.1262254901960786, 2.125725338491296, 
3.568888797330147, 3.1441852172584177, 2.9939559063008896, 2.791816072558532, 2.718902981753449, 2.613226766964426, 2.5578820434115324, 2.493517017828201, 2.4593023255813953, 2.4353693181818183, 
4.518561930359922, 3.923793624653146, 3.6663816556548774, 3.3618270287239054, 3.2141339419217756, 3.048097595120244, 2.9623419827012643, 2.8409744696152464, 2.77743564478384, 2.7241726860406517, 
5.499809416815455, 4.762926871149842, 4.406113028070503, 4.015735767991407, 3.7748444753213124, 3.565751472910008, 3.3832703213610587, 3.2549138927767296, 3.1342245576076038, 3.055584095345731, 
6.487824902879571, 5.655133836081876, 5.200140526535362, 4.714261744966443, 4.406456484802718, 4.109081811358519, 3.883404542388127, 3.6939142151358633, 3.549160536807232, 3.414520069808028, 
7.481204361308393, 6.586709687959484, 6.039598933874857, 5.477661833130054, 5.07346809392602, 4.72163334797891, 4.420298433070621, 4.18339868313975, 3.9961310291462473, 3.816832976333525, 
8.485858868709498, 7.527819305830539, 6.9341966446701555, 6.2817322800749045, 5.816337731836165, 5.347323361543003, 5.033033115492339, 4.708566108007449, 4.482589928057554, 4.251129329094864, 
9.481548154815481, 8.497063201512653, 7.860518696733679, 7.138895303676023, 6.597160429207014, 6.087171166995017, 5.670090211660044, 5.316732029728766, 4.978831420571675, 4.75311247098544, 
