0.4143, 0.10644, 0.02646, 0.00738, 0.0014, 0.00052, 0.00014, 2e-05, 0.0, 0.0, 
0.75442, 0.36102, 0.20544, 0.09052, 0.04896, 0.02102, 0.01168, 0.00462, 0.00256, 0.00126, 
0.91734, 0.6542, 0.46802, 0.31144, 0.20502, 0.1343, 0.0857, 0.0543, 0.03264, 0.02068, 
0.97084, 0.78524, 0.63864, 0.4741, 0.35952, 0.25524, 0.18244, 0.1234, 0.086, 0.05632, 
0.98966, 0.88654, 0.7719, 0.6371, 0.50828, 0.40002, 0.3006, 0.22248, 0.16238, 0.11906, 
0.99694, 0.93178, 0.85784, 0.7448, 0.63334, 0.51938, 0.4232, 0.32866, 0.25882, 0.19466, 
0.99876, 0.96536, 0.91086, 0.8344, 0.74158, 0.63952, 0.53364, 0.4453, 0.35618, 0.2865, 
0.9997, 0.97936, 0.94548, 0.88548, 0.82022, 0.72832, 0.64202, 0.54068, 0.46524, 0.38282, 
0.99992, 0.98996, 0.96682, 0.92918, 0.87454, 0.81296, 0.72836, 0.6444, 0.556, 0.47816, 
0.9999, 0.99428, 0.98092, 0.95266, 0.91704, 0.8629, 0.80034, 0.72926, 0.65002, 0.56868, 
